time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),speed(mph),distance(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
262800,2019-08-16 21:59:46,37.9450210351583,-91.7614361778294,100.06562,,,1206.4994736474,12.5044946,277.36057318,16,5,11.611,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.724066,0,140.6, -14.9, 2,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.889,3.866,3.856,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
262900,2019-08-16 21:59:46,37.9450175510057,-91.7614316272777,100.06562,,,1206.4994736474,12.5044946,275.542003568,16,5,11.611,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.724066,0,140.6, -14.9, 1.6,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.889,3.866,3.856,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263000,2019-08-16 21:59:47,37.9450139465785,-91.7614270116337,100.06562,,,1206.4994736474,12.5044946,273.681439204,16,5,11.611,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.724066,0,140.6, -14.7, 1.4,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.889,3.866,3.856,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263100,2019-08-16 21:59:47,37.9450102667314,-91.7614224288391,100.06562,,,1206.4994736474,12.6610804,271.810704236,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.94776,0,140.6, -14.9, 1.3,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263200,2019-08-16 21:59:47,37.945006639757,-91.7614177519284,100.06562,,,1206.4994736474,12.6610804,269.931767168,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.94776,0,140.5, -15, 1.5,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263300,2019-08-16 21:59:47,37.9450030076767,-91.7614131669594,100.06562,,,1206.4994736474,12.6610804,268.071858972,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.94776,0,140.5, -14.9, 1.9,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263400,2019-08-16 21:59:47,37.9449993585666,-91.7614084386039,100.06562,,,1206.4994736474,12.974252,266.17618962,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,9.171454,0,140.5, -14.6, 2,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263500,2019-08-16 21:59:47,37.944995607,-91.761403666402,100.06562,,,1206.4994736474,12.974252,264.247383784,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,9.171454,0,140.6, -15, 2,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263600,2019-08-16 21:59:47,37.9449919208482,-91.7613989005043,100.06562,,,1206.4994736474,12.974252,262.334982148,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,9.171454,0,140.6, -14.6, 1.7,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263700,2019-08-16 21:59:47,37.9449880617546,-91.761394295028,100.06562,,,1206.4994736474,12.974252,260.419299672,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,9.171454,0,140.6, -14.2, 1.8,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
263800,2019-08-16 21:59:47,37.9449843306452,-91.7613895259999,99.737536,,,1206.1713896474,12.974252,258.496071264,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,9.171454,0,140.5, -14.2, 2,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
263900,2019-08-16 21:59:47,37.9449805591017,-91.7613847292063,100.06562,,,1206.4994736474,12.974252,256.557750992,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,9.171454,0,140.5, -14.6, 2.1,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
264000,2019-08-16 21:59:47,37.9449767973926,-91.7613799858147,100.06562,,,1206.4994736474,13.1308378,254.633866416,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,9.171454,0,140.6, -15.1, 2,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
264100,2019-08-16 21:59:48,37.9449730867057,-91.7613753149855,100.06562,,,1206.4994736474,13.1308378,252.738197064,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,9.171454,0,140.6, -15.2, 1.9,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
264200,2019-08-16 21:59:48,37.944969292444,-91.761370599535,99.737536,,,1206.1713896474,13.1308378,250.813328236,16,5,11.587,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,9.171454,0,140.6, -14.9, 1.2,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.88,3.859,3.848,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
264300,2019-08-16 21:59:48,37.944965464978,-91.7613660227367,99.737536,,,1206.1713896474,13.1308378,248.91240954,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,9.171454,0,140.5, -14.7, 1.1,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
264400,2019-08-16 21:59:48,37.9449616380261,-91.7613612993762,99.737536,,,1206.1713896474,13.1308378,246.979010528,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,9.171454,0,140.5, -14.7, 1.6,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
264500,2019-08-16 21:59:48,37.9449575913936,-91.761356450658,99.737536,,,1206.1713896474,13.1308378,244.967527524,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,9.171454,0,140.6, -15, 1.8,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
264600,2019-08-16 21:59:48,37.9449537013231,-91.7613517282518,99.737536,,,1206.1713896474,13.2874236,243.020677068,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,9.171454,0,140.7, -15.2, 1.7,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
264700,2019-08-16 21:59:48,37.944949734531,-91.7613470814113,99.737536,,,1206.1713896474,13.2874236,241.073170444,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,9.171454,0,140.7, -15.1, 1.3,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
264800,2019-08-16 21:59:48,37.9449457892922,-91.761342358355,99.737536,,,1206.1713896474,13.2874236,239.11418088,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,9.171454,0,140.7, -14.9, 1.5,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
264900,2019-08-16 21:59:48,37.9449419017574,-91.761337717464,99.737536,,,1206.1713896474,13.2874236,237.187015464,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,9.171454,0,140.8, -14.4, 1.8,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265000,2019-08-16 21:59:49,37.9449379156389,-91.7613330322106,99.737536,,,1206.1713896474,13.4440094,235.2280259,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,9.171454,0,140.7, -14.6, 1.6,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265100,2019-08-16 21:59:49,37.9449338241522,-91.7613282531469,99.737536,,,1206.1713896474,13.4440094,233.224416912,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,8.94776,0,140.6, -14.8, 1.1,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265200,2019-08-16 21:59:49,37.9449297948581,-91.76132358071,99.737536,,,1206.1713896474,13.309793,231.259193752,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,8.94776,0,140.6, -15.1, 0.7,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265300,2019-08-16 21:59:49,37.944925668557,-91.7613190795626,99.737536,,,1206.1713896474,13.309793,229.311687128,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,8.94776,0,140.6, -15.2, 1.3,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265400,2019-08-16 21:59:49,37.9449215982465,-91.7613144331115,99.737536,,,1206.1713896474,13.309793,227.34416738,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,8.94776,0,140.7, -15.1, 1.1,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265500,2019-08-16 21:59:49,37.9449177480278,-91.7613096825069,99.737536,,,1206.1713896474,13.309793,225.402894352,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,8.94776,0,140.7, -15.4, 1.3,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265600,2019-08-16 21:59:49,37.9449136837479,-91.7613050603871,99.737536,,,1206.1713896474,13.4663788,223.443576704,16,5,11.609,1227.1687656474,120.734912,18.5889714,1433.16277552,-10.06623,8.94776,0,140.6, -14.7, 0.6,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.868,3.854,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265700,2019-08-16 21:59:49,37.9449095761216,-91.7613006155947,99.737536,,,1206.1713896474,13.4663788,221.515427036,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-10.06623,8.94776,0,140.6, -14.4, -0.1,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265800,2019-08-16 21:59:49,37.9449055160227,-91.7612959612369,99.737536,,,1206.1713896474,13.4440094,219.55053196,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,9.171454,0,140.6, -15.1, 0.4,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
265900,2019-08-16 21:59:49,37.9449012179448,-91.7612908684511,99.737536,,,1206.1713896474,13.4440094,217.433733992,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,9.171454,0,140.6, -14.8, 1.4,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
266000,2019-08-16 21:59:50,37.9448971797415,-91.7612861818058,100.06562,,,1206.4994736474,13.309793,215.46752658,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,8.94776,0,140.6, -14.7, 1.7,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
266100,2019-08-16 21:59:50,37.9448935909399,-91.7612817605222,99.737536,,,1206.1713896474,13.1308378,213.662080328,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,8.94776,0,140.6, -15, 1.4,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
266200,2019-08-16 21:59:50,37.9448896395672,-91.7612771555658,100.06562,,,1206.4994736474,13.1308378,211.734914912,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,8.94776,0,140.6, -15.2, 1.1,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
266300,2019-08-16 21:59:50,37.9448858980754,-91.7612726580682,99.737536,,,1206.1713896474,13.1308378,209.879271808,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,8.94776,0,140.6, -14.9, 1.2,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
266400,2019-08-16 21:59:50,37.9448820106434,-91.7612680827458,99.737536,,,1206.1713896474,13.1308378,207.97408802,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,8.94776,0,140.6, -14.8, 0.8,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
266500,2019-08-16 21:59:50,37.9448781754676,-91.7612635605227,99.737536,,,1206.1713896474,12.974252,206.093182448,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,8.94776,0,140.6, -15, 0.9,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
266600,2019-08-16 21:59:50,37.9448743551635,-91.7612590045392,99.737536,,,1206.1713896474,12.974252,204.208011784,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,8.94776,0,140.6, -14.7, 0.8,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
266700,2019-08-16 21:59:50,37.9448705713528,-91.7612543798573,99.737536,,,1206.1713896474,12.974252,202.315623272,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,8.94776,0,140.6, -14.8, 1,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
266800,2019-08-16 21:59:50,37.9448667983701,-91.7612498169201,100.06562,,,1206.4994736474,12.974252,200.440623212,16,5,11.604,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,8.94776,0,140.6, -15, 1.7,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.885,3.866,3.853,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
266900,2019-08-16 21:59:50,37.9448631610473,-91.7612451685571,100.06562,,,1206.4994736474,12.8176662,198.575465672,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.94776,0,140.6, -15.5, 1.7,0,1,1684,1024,1024,1024,140.8,-21.7,71,3.887,3.864,3.85,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267000,2019-08-16 21:59:51,37.9448594163,-91.7612406176559,100.06562,,,1206.4994736474,12.8176662,196.710308132,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.94776,0,140.7, -14.9, 1.3,0,1,1684,1024,1024,1024,140.8,-21.7,70,3.887,3.864,3.85,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267100,2019-08-16 21:59:51,37.9448557486859,-91.7612359901497,100.06562,,,1206.4994736474,12.8176662,194.844494424,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.94776,0,140.7, -14.7, 0.9,0,1,1684,1024,1024,1024,140.8,-21.7,70,3.887,3.864,3.85,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267200,2019-08-16 21:59:51,37.9448520230249,-91.7612314379884,99.737536,,,1206.1713896474,12.8176662,192.98393006,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.94776,0,140.6, -14.7, 0.7,0,1,1684,1024,1024,1024,140.8,-21.7,70,3.887,3.864,3.85,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
267300,2019-08-16 21:59:51,37.944848141761,-91.7612267748084,100.06562,,,1206.4994736474,12.8176662,191.06463866,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.94776,0,140.6, -14.8, 0.8,0,1,1684,1024,1024,1024,140.8,-21.7,70,3.887,3.864,3.85,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267400,2019-08-16 21:59:51,37.9448444444896,-91.7612222107849,100.06562,,,1206.4994736474,12.8176662,189.208339388,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.94776,0,140.7, -14.9, 1.7,0,1,1684,1024,1024,1024,140.8,-21.7,70,3.887,3.864,3.85,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267500,2019-08-16 21:59:51,37.9448406125348,-91.761217710896,100.06562,,,1206.4994736474,12.6610804,187.338916756,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.724066,0,140.7, -14.8, 2,0,1,1684,1024,1024,1024,140.8,-21.7,70,3.887,3.864,3.85,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267600,2019-08-16 21:59:51,37.9448369080843,-91.7612132032714,100.06562,,,1206.4994736474,12.6610804,185.495740844,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.724066,0,140.6, -14.9, 1.3,0,1,1684,1024,1024,1024,140.8,-21.7,70,3.887,3.864,3.85,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267700,2019-08-16 21:59:51,37.9448331381342,-91.7612086004021,100.06562,,,1206.4994736474,12.6610804,183.616803776,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.724066,0,140.6, -14.8, 1.1,0,1,1684,1041,1024,1024,140.8,-21.7,70,3.887,3.864,3.85,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267800,2019-08-16 21:59:51,37.9448294448035,-91.7612041103779,100.06562,,,1206.4994736474,12.6610804,181.781173796,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.724066,0,140.7, -14.7, 1,0,1,1684,1111,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
267900,2019-08-16 21:59:51,37.944825789011,-91.7611997441013,100.06562,,,1206.4994736474,12.5044946,179.983273476,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.724066,0,140.7, -14.7, 1.3,0,1,1684,1162,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
268000,2019-08-16 21:59:52,37.9448221143897,-91.7611953104773,100.06562,,,1206.4994736474,12.3479088,178.166344284,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.500372,0,140.7, -15, 1.4,0,1,1684,1235,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
268100,2019-08-16 21:59:52,37.9448184431948,-91.7611908703777,100.06562,,,1206.4994736474,12.3479088,176.349087008,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.500372,0,140.6, -15.2, 0.9,0,1,1684,1235,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
268200,2019-08-16 21:59:52,37.9448147730279,-91.7611864483539,99.737536,,,1206.1713896474,12.3479088,174.537079076,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-8.94776,8.500372,0,140.6, -14.5, 0.8,0,1,1684,1342,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
268300,2019-08-16 21:59:52,37.9448110327695,-91.7611821960086,99.737536,,,1206.1713896474,12.5044946,172.75098978,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.500372,0,140.6, -14.4, 1.6,0,1,1684,1342,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
268400,2019-08-16 21:59:52,37.9448073448184,-91.7611778203911,99.737536,,,1206.1713896474,12.5044946,170.947840116,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.500372,0,140.6, -15, 3.1,0,1,1684,1361,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
268500,2019-08-16 21:59:52,37.9448033086713,-91.7611730434115,100.06562,,,1206.4994736474,12.3479088,168.978351864,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.276678,0,140.6, -14.5, 3.2,0,1,1684,1358,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
268600,2019-08-16 21:59:52,37.9447995627075,-91.7611687641696,100.06562,,,1206.4994736474,12.3479088,167.187669392,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.276678,0,140.4, -14.1, 3.7,0,1,1684,1358,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.4994736474,100.06562,6,P-GPS,
268700,2019-08-16 21:59:52,37.9447962413534,-91.7611648743843,99.737536,,,1206.1713896474,12.3479088,165.578417372,16,5,11.593,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.171454,8.052984,0,140.4, -14.6, 4.4,0,1,1684,1358,1024,1024,140.8,-21.7,70,3.883,3.862,3.848,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
268800,2019-08-16 21:59:52,37.9447924896843,-91.7611608043183,99.737536,,,1206.1713896474,12.2360618,163.838259836,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,7.82929,0,140.4, -14.4, 4.8,0,1,1684,1338,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
268900,2019-08-16 21:59:52,37.9447885523781,-91.7611570044778,99.737536,,,1206.1713896474,12.079476,162.12598944,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,7.605596,0,140.3, -14.3, 4.1,0,1,1684,1336,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269000,2019-08-16 21:59:53,37.9447847247577,-91.7611531657036,99.737536,,,1206.1713896474,11.9452596,160.428482824,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.395148,7.381902,0,140.3, -14.3, 3.6,0,1,1684,1315,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269100,2019-08-16 21:59:53,37.9447807069773,-91.7611496392604,99.737536,,,1206.1713896474,12.1242148,158.769033952,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,7.381902,0,140.1, -14.6, 3.1,0,1,1684,1289,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269200,2019-08-16 21:59:53,37.9447768205566,-91.7611459366219,99.737536,,,1206.1713896474,11.9899984,157.09646172,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,7.158208,0,140.1, -14.4, 2.7,0,1,1684,1274,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269300,2019-08-16 21:59:53,37.9447729832735,-91.761142227291,99.737536,,,1206.1713896474,11.9899984,155.43471626,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,7.158208,0,140.2, -14.3, 3.2,0,1,1684,1249,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269400,2019-08-16 21:59:53,37.9447690684287,-91.7611385826594,99.737536,,,1206.1713896474,11.9899984,153.774939304,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,7.158208,0,140.2, -14.5, 3.3,0,1,1684,1230,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269500,2019-08-16 21:59:53,37.9447650450287,-91.7611347769963,99.737536,,,1206.1713896474,11.9899984,152.057419564,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,7.158208,0,140.2, -14.4, 3,0,1,1684,1224,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269600,2019-08-16 21:59:53,37.9447610994986,-91.7611311755991,99.737536,,,1206.1713896474,11.9899984,150.407157044,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,7.158208,0,140.2, -14.4, 3.2,0,1,1684,1201,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269700,2019-08-16 21:59:53,37.9447571768754,-91.7611275626872,99.737536,,,1206.1713896474,11.855782,148.761815784,16,5,11.601,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.618842,6.934514,0,140.2, -14.7, 3.1,0,1,1684,1183,1024,1024,140.8,-21.7,70,3.885,3.864,3.852,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
269800,2019-08-16 21:59:53,37.9447532091237,-91.7611239920103,99.737536,,,1206.1713896474,11.855782,147.120739616,16,5,11.616,1227.1687656474,120.734912,18.5889714,1433.16277552,-9.842536,6.934514,0,140.3, -14.8, 3,0,1,1684,1176,1024,1024,140.8,-21.7,70,3.888,3.869,3.859,0,0,0,0,32,1206.1713896474,99.737536,6,P-GPS,
